order_id,customer_id,customer_name,email,phone,city,state,country,product_id,product_name,category,quantity,unit_price,discount,total_amount,payment_method,order_status,order_date,shipping_address,delivery_days
ORD001793,CUST2095,Joseph Martinez,roseashley@gmail.com,(731)193-5110,Kristinberg,Wisconsin,Montserrat,PROD160,Decision Phone,Sports,2,9244.57,0.34,12202.83,Cash on Delivery,Cancelled,2024-03-28,"Unit 0026 Box 3226, DPO AE 65299",10
ORD001794,CUST6877,Dalton Martinez,joneshannah@yahoo.com,(248)955-4733x202,Ryanville,Alaska,United Arab Emirates,PROD978,Program Shoes,Home & Kitchen,2,31061.97,0.26,45971.72,Credit Card,Processing,2024-11-25,"872 Matthew Turnpike, South Heatherchester, NV 78500",5
ORD001795,CUST1492,Charles Vasquez,choikevin@gmail.com,216.505.2093x937,Castilloburgh,Colorado,Malawi,PROD751,Where Shoes,Beauty,1,10889.61,0.13,9473.96,Net Banking,Shipped,2025-03-07,"PSC 5735, Box 9630, APO AA 30223",8
ORD001796,CUST1884,Kristen Mcdaniel,tracy24@gmail.com,8100931412,East Colleen,Alaska,Niue,PROD415,Garden Laptop,Toys,4,34560.79,0.34,91240.49,Net Banking,Delivered,2024-07-15,"2862 Jenkins Vista Apt. 411, Callahanside, AR 86980",8
ORD001797,CUST1506,Lynn Morales,newmanrhonda@schneider-jackson.net,317-316-1778,Gentryborough,Wyoming,United States Virgin Islands,PROD260,Now Phone,Home & Kitchen,3,46324.41,0.04,133414.3,Net Banking,Delivered,2025-03-22,"9398 Stacey Island Suite 357, Danielport, NV 19684",6
ORD001798,CUST6486,Logan Williams,afranklin@yahoo.com,163-282-3576x18659,West Rachel,Tennessee,Benin,PROD200,Rather Shoes,Home & Kitchen,5,2730.95,0.32,9285.23,Net Banking,Delivered,2025-05-15,"32662 Sutton Bypass Suite 961, Whitemouth, DE 52335",2
ORD001799,CUST2708,Elizabeth Roberts,krystal62@duran.com,008.137.0714x064,New Joshuamouth,Florida,Thailand,PROD962,Could Phone,Fashion,5,25553.29,0.39,77937.53,Credit Card,Cancelled,2024-03-24,"231 Lindsay Ports, Lake Maria, ME 99422",2
ORD001800,CUST1944,Justin Ross MD,thomas14@bennett.org,559-294-8413x16299,Johnsonmouth,Maine,Monaco,PROD822,Discussion Bag,Books,1,37597.97,0.32,25566.62,Net Banking,Cancelled,2024-12-10,"26927 Karen Village Suite 104, Lucasfort, OR 09493",3
ORD001801,CUST2446,Cindy Steele,andrew44@gmail.com,(079)173-8935x297,East Robert,Alaska,Serbia,PROD830,Particularly Shoes,Home & Kitchen,3,45767.9,0.19,111216.0,Credit Card,Cancelled,2025-05-12,"10952 Sims Drive Apt. 180, New Michaelhaven, CO 49404",5
ORD001802,CUST8906,Carly Foster,gabriella39@davis-kennedy.com,662-591-0393,Matthewburgh,Hawaii,Myanmar,PROD557,All Table,Books,5,48358.35,0.2,193433.4,UPI,Returned,2025-01-06,"587 Mcdonald Spur Suite 864, South Jocelyn, MS 12514",3
ORD001803,CUST4638,Edward Smith,hhaynes@gmail.com,545.969.1874x521,Robertville,Washington,Trinidad and Tobago,PROD124,Find Phone,Home & Kitchen,4,26342.34,0.16,88510.26,Net Banking,Processing,2024-11-04,"887 Jeffrey Vista Apt. 632, East Caitlin, NM 11322",7
ORD001804,CUST4447,Brittany Simmons,megancooper@gmail.com,6945289790,South Melindachester,Utah,Haiti,PROD503,Later Laptop,Home & Kitchen,3,33960.23,0.26,75391.71,Credit Card,Processing,2024-06-08,"9475 Boyd Locks, Rodriguezview, DE 83837",9
ORD001805,CUST6773,Emily Ramirez,robinsontammy@yates-warren.org,+1-715-505-1491x12840,Marybury,Iowa,Canada,PROD131,Method Bag,Toys,2,10397.8,0.34,13725.1,Credit Card,Shipped,2025-02-12,"USNV Davis, FPO AE 22864",8
ORD001806,CUST7834,Cristian Harper,alexis72@gmail.com,980.245.5678x6655,East Catherinechester,New Jersey,Croatia,PROD935,Teacher Table,Electronics,2,35612.26,0.3,49857.16,Debit Card,Processing,2025-05-06,"PSC 3566, Box 8714, APO AP 26448",4
ORD001807,CUST8545,Brandon Henry,monicahall@hotmail.com,+1-434-427-6041x57673,North Samantha,Texas,Mayotte,PROD732,That Watch,Toys,1,13258.71,0.25,9944.03,Debit Card,Processing,2024-04-23,"08238 Moore Keys, Paulaland, RI 92220",2
ORD001808,CUST7714,Kim Davis,treeves@hotmail.com,521-527-6734x382,Kelleyberg,Montana,Vanuatu,PROD416,Magazine Bag,Grocery,4,38994.26,0.14,134140.25,UPI,Delivered,2024-10-18,"79720 Sara Pine, Lake Leslieville, VT 89610",8
ORD001809,CUST7760,Joshua Powell,matthew55@smith.com,706-374-6195x6498,Coreyfort,Missouri,Philippines,PROD938,Though Table,Toys,3,7643.31,0.0,22929.93,Credit Card,Processing,2024-04-13,"186 Brooke Fort Suite 889, Mallorybury, NC 32909",3
ORD001810,CUST1604,Joyce Taylor,austin01@myers-davenport.com,430.962.3672x4943,West Barbaraborough,Alaska,Bouvet Island (Bouvetoya),PROD544,Among Shoes,Beauty,5,9942.08,0.17,41259.63,Credit Card,Shipped,2024-10-31,"74609 Wood Field, Wayneshire, MO 92163",9
ORD001811,CUST8797,Christopher Le,doylemelvin@hotmail.com,7161716108,Huffmanhaven,North Dakota,Saudi Arabia,PROD629,Suddenly Bag,Fashion,3,32348.67,0.25,72784.51,UPI,Returned,2024-07-13,"50928 Alan Causeway, New Nicholasbury, RI 74018",6
ORD001812,CUST5580,Jason Anderson,tjenkins@michael.com,+1-884-913-0072x490,Joseburgh,Mississippi,United States Minor Outlying Islands,PROD117,Born Shoes,Fashion,4,4134.36,0.04,15875.94,Debit Card,Cancelled,2025-04-22,"7325 Vasquez Cove Suite 758, Rayside, CT 47906",2
ORD001813,CUST9691,Linda Payne,terri28@smith.com,751.726.5699,Port Jamie,Kentucky,Turkey,PROD857,Both Bag,Books,2,16500.68,0.24,25081.03,Credit Card,Shipped,2025-01-10,"7098 Baxter Ridges, South Erikaborough, VT 51975",4
ORD001814,CUST4141,Todd Miller,catherinelopez@allen.com,+1-788-433-3691x88118,East Traceystad,North Carolina,Togo,PROD232,Window Bag,Beauty,4,17583.89,0.04,67522.14,Debit Card,Cancelled,2024-03-25,"0749 Miller Island Suite 657, Port Troyborough, VT 04016",1
ORD001815,CUST7413,Ernest Suarez,castronicole@gmail.com,306-702-7126,South Kristi,South Dakota,Bangladesh,PROD913,Must Table,Sports,1,13810.44,0.21,10910.25,Credit Card,Shipped,2024-11-13,"62546 Miller Parkway Apt. 507, North Nathanfort, AZ 80816",5
ORD001816,CUST7743,Debra Fisher,hwest@meyers.com,001-210-204-4124,Devinfort,South Carolina,Swaziland,PROD933,Picture Phone,Home & Kitchen,4,33753.52,0.36,86409.01,Debit Card,Delivered,2024-05-11,"6831 Randy Via Suite 966, New Logan, RI 33037",1
ORD001817,CUST2616,Jennifer Mcdaniel,anthony39@yahoo.com,001-828-355-2165,Heidichester,New Mexico,Burkina Faso,PROD697,Theory Watch,Home & Kitchen,3,26980.63,0.14,69610.03,Cash on Delivery,Cancelled,2024-09-04,"763 Jones Trail, Matthewfurt, MD 10329",7
ORD001818,CUST8045,Heidi Reyes,smitherika@patterson-foster.com,001-890-333-2083x139,Port Michaelchester,Louisiana,Spain,PROD973,A Table,Home & Kitchen,1,41784.49,0.34,27577.76,Cash on Delivery,Cancelled,2024-02-15,"734 Brian Track Suite 376, North Jasmine, SC 87873",6
ORD001819,CUST9029,Tony Lindsey,jacksantos@ramos-hernandez.biz,053.302.1884,Craigberg,Idaho,Zambia,PROD303,Shake Bag,Grocery,4,12946.71,0.36,33143.58,Cash on Delivery,Delivered,2024-04-08,"5426 Ian Ford, New Christophermouth, IL 50425",5
ORD001820,CUST7309,John Yang,ballardmeredith@yahoo.com,+1-124-605-0811x726,Jamieland,Nebraska,Svalbard & Jan Mayen Islands,PROD550,City Table,Sports,2,28644.7,0.03,55570.72,UPI,Returned,2024-12-29,"4499 Larry Valleys, North Williammouth, MT 14132",4
ORD001821,CUST3977,Richard Simpson,patrick46@hotmail.com,(319)441-3417x04372,New Jeffreyland,Minnesota,Moldova,PROD400,Fast Laptop,Sports,5,24610.87,0.29,87368.59,Debit Card,Cancelled,2024-01-10,"517 Avila Island Apt. 796, Jayfort, NJ 52735",5
ORD001822,CUST2312,David Flores,jimmyvang@gmail.com,(091)154-5442,Coxside,Idaho,Madagascar,PROD612,Standard Laptop,Beauty,2,8992.43,0.35,11690.16,Credit Card,Shipped,2025-02-17,"5351 Kathleen Pines Apt. 610, Ronaldview, MD 05920",6
ORD001823,CUST4083,Joyce Howell,lewisjames@yahoo.com,826.832.8781,Smithtown,Louisiana,Fiji,PROD481,Late Laptop,Sports,5,4317.86,0.07,20078.05,Cash on Delivery,Shipped,2024-12-25,"44819 Martinez Springs, Brendaburgh, AK 29819",9
ORD001824,CUST3877,Robert King,sarah85@johnson-mendoza.info,533.949.3441x419,Brandonburgh,Maine,Slovenia,PROD919,Dinner Laptop,Beauty,1,23884.89,0.31,16480.57,UPI,Delivered,2024-05-16,"7236 Susan Gardens, New Thomasfurt, AR 77411",1
ORD001825,CUST1536,Theresa Malone,scott47@webb.com,015-818-4421,Melendezborough,New Hampshire,Monaco,PROD224,Until Shoes,Electronics,4,45195.68,0.35,117508.77,Net Banking,Cancelled,2024-08-10,"52893 Kelly Spurs Apt. 187, Port Davidmouth, IA 24072",2
ORD001826,CUST7298,Michele Wolf,scottsaunders@yahoo.com,438.998.1154x2922,Robinsonbury,Wyoming,Barbados,PROD528,Popular Phone,Beauty,2,30009.07,0.17,49815.06,Cash on Delivery,Returned,2024-07-31,"29217 Schroeder Motorway Apt. 976, North Pamela, TX 58454",5
ORD001827,CUST6971,Sonia Hill,rperez@mooney.com,(431)546-1140x0003,North Gloria,Ohio,Tokelau,PROD563,Heart Phone,Fashion,5,33519.66,0.29,118994.79,Debit Card,Processing,2024-06-22,"945 Robert Mountain, West Andreaville, RI 44672",9
ORD001828,CUST8442,Joshua Ramos,alicia11@collins.com,(150)933-7050x56924,Kennethport,Iowa,Mozambique,PROD925,Simply Table,Beauty,2,26498.73,0.04,50877.56,UPI,Shipped,2025-05-02,"663 Tony Roads Suite 799, New Richardside, DE 41477",8
ORD001829,CUST7487,Michael Reynolds,potterthomas@mcguire-davenport.com,+1-983-541-6334x529,North Troystad,New York,Guam,PROD386,Government Watch,Home & Kitchen,4,6547.13,0.35,17022.54,Cash on Delivery,Returned,2025-01-27,"65055 Wright Rapids, Jeffreybury, AL 91406",5
ORD001830,CUST3376,Erin Smith,marybeltran@gomez.com,(294)503-2958x801,Mistyborough,Maryland,Uruguay,PROD705,Case Laptop,Beauty,5,905.04,0.09,4117.93,UPI,Returned,2025-03-31,"81067 Joseph Pines, Lake Thomasside, NE 88432",2
ORD001831,CUST2648,Ricky Riley,ymartinez@hatfield.org,+1-840-279-0017x9907,Elliottberg,Texas,Bhutan,PROD132,Employee Phone,Electronics,3,3311.82,0.18,8147.08,Net Banking,Shipped,2024-06-28,"017 Thompson Mountain Apt. 765, North Jeffreyport, MI 51831",4
ORD001832,CUST2343,Amanda Harrell,smithmatthew@hotmail.com,709-466-4843x514,Huntshire,North Carolina,Senegal,PROD415,Large Phone,Books,1,16093.71,0.2,12874.97,UPI,Processing,2025-01-05,"145 Timothy Radial Suite 369, North Aaronberg, KY 14754",3
ORD001833,CUST6779,Andrew Shields,james19@wagner.net,729.403.4057x40500,North Melissaburgh,Florida,Swaziland,PROD440,Order Watch,Beauty,4,2904.49,0.18,9526.73,UPI,Cancelled,2025-03-20,"187 Brian Valleys Apt. 143, Rickyside, TX 11200",10
ORD001834,CUST9111,Anne Perry,jacobspatricia@bond-dixon.biz,001-453-571-6836x873,North Daleport,Arizona,Rwanda,PROD359,Discussion Bag,Books,1,49763.14,0.03,48270.25,UPI,Delivered,2024-11-11,"1710 Erica Vista, Stephanieton, WA 98562",9
ORD001835,CUST9730,Matthew Miller,deborahnicholson@yahoo.com,024.186.8358,Brownhaven,Colorado,Sao Tome and Principe,PROD288,Back Shoes,Fashion,1,49826.11,0.28,35874.8,Debit Card,Delivered,2024-02-16,"80185 Cline Path Apt. 230, Port Kimberlyhaven, IL 34444",9
ORD001836,CUST5854,Julie Kennedy,diana11@mccarthy.net,045-850-2362x979,Maryside,Wyoming,Guatemala,PROD374,Building Table,Home & Kitchen,2,5210.09,0.21,8231.94,Debit Card,Shipped,2024-11-07,"9962 Stephanie Bypass, Stephenfort, HI 70307",1
ORD001837,CUST8798,John Lee,mcmahonjessica@kaiser.com,+1-771-265-6742x54803,New Jacobmouth,Maryland,Egypt,PROD136,Character Watch,Beauty,5,2245.87,0.08,10331.0,Credit Card,Shipped,2024-05-16,"9085 Johnson Extensions, Valdezfort, WA 57638",10
ORD001838,CUST9265,Kelly Burke,cheryl78@yahoo.com,980-449-7200,East Stephen,Arizona,Ghana,PROD668,Everything Bag,Home & Kitchen,5,21475.86,0.24,81608.27,Credit Card,Returned,2025-01-24,"7538 Daniel Centers Suite 259, Paulland, ME 15129",9
ORD001839,CUST9437,John Blevins,vargasbrent@yahoo.com,+1-008-373-6993x32782,South Robertshire,Utah,Iran,PROD530,Natural Table,Home & Kitchen,3,40992.24,0.23,94692.07,Debit Card,Shipped,2025-03-20,"68950 Carla Way Suite 997, West Hannah, KY 14490",3
ORD001840,CUST4131,David Rasmussen,rodriguezdiamond@burke.com,001-271-331-7601x3014,New Troyhaven,Florida,Australia,PROD394,Walk Laptop,Toys,2,12354.45,0.18,20261.3,Credit Card,Cancelled,2024-03-16,"51990 Khan Parkway Apt. 982, Lake Kevintown, OH 34212",10
ORD001841,CUST5902,Crystal Matthews,alvaradosierra@rodriguez.info,782-303-1774x6161,West Laurenchester,Arizona,Congo,PROD207,Page Laptop,Beauty,1,45796.78,0.17,38011.33,Net Banking,Shipped,2024-11-25,"022 Turner Squares Apt. 477, New Keith, WV 43839",1
ORD001842,CUST1254,Sandra Hamilton,heather20@hotmail.com,096-313-5960,North Justinmouth,Montana,Guyana,PROD318,Both Bag,Fashion,5,4171.74,0.18,17104.13,UPI,Shipped,2025-03-20,"251 Brianna Points, East Justinmouth, NV 45324",6
ORD001843,CUST6430,Christopher Lawrence,tylerclarke@yahoo.com,424.696.3273x12287,East Rachael,New Hampshire,United States of America,PROD759,Number Bag,Electronics,4,36245.81,0.1,130484.92,Net Banking,Delivered,2024-01-16,"28718 Rodriguez Summit Apt. 236, East Leslie, NE 50679",2
ORD001844,CUST4766,Victor Small,yodervictoria@yahoo.com,(449)464-8424,Wrightport,Alabama,Netherlands,PROD135,Year Bag,Toys,5,43898.54,0.11,195348.5,Credit Card,Processing,2024-04-29,"907 Peck Canyon, Medinafort, KS 12284",8
ORD001845,CUST5444,Nathan Cruz,brownlisa@mack.org,748-313-9598,West Luisfort,West Virginia,Togo,PROD923,Address Phone,Home & Kitchen,2,45196.36,0.15,76833.81,UPI,Shipped,2024-09-11,"987 Melanie Springs, Holderfurt, TN 98859",9
ORD001846,CUST3800,Tim Kelly,brownbrittany@skinner.com,8726709218,Garciaborough,West Virginia,Mayotte,PROD150,Deep Table,Electronics,2,40484.07,0.17,67203.56,Debit Card,Shipped,2024-01-27,"7384 Raymond Streets, South Mario, GA 52199",4
ORD001847,CUST5798,Sara Ramirez,samantha60@young.info,2110469727,East Markhaven,Louisiana,Malta,PROD666,By Phone,Electronics,4,3071.63,0.21,9706.35,Net Banking,Delivered,2025-04-29,"94507 Oconnor Junctions, Lake Aliciaburgh, NH 48846",9
ORD001848,CUST7230,Tracie Hodges,jgomez@brown.com,+1-272-734-8092x1354,Robertside,Arkansas,China,PROD983,Agree Bag,Electronics,1,40036.54,0.03,38835.44,Debit Card,Processing,2024-09-30,"187 Murphy Point, Josephburgh, NC 51277",9
ORD001849,CUST9394,Christina Cochran,simpsonchristopher@hotmail.com,2941772364,East Nathanielmouth,Idaho,Montenegro,PROD543,Yeah Laptop,Sports,1,31229.75,0.36,19987.04,Cash on Delivery,Returned,2025-01-13,"146 Jones Terrace Suite 197, West Brian, ID 18450",2
ORD001850,CUST4907,David Carter,jacksonmichelle@yahoo.com,345-482-0837x066,New Brett,Nevada,Samoa,PROD420,Society Shoes,Electronics,3,45244.37,0.29,96370.51,Credit Card,Cancelled,2025-02-26,"753 Dean Glens Apt. 640, Wrightmouth, MO 95352",6
ORD001851,CUST4194,Brent Mason,pageteresa@chang.net,+1-154-398-6480x50339,New Jasonburgh,Kentucky,South Georgia and the South Sandwich Islands,PROD281,All Table,Books,3,10652.83,0.04,30680.15,Credit Card,Cancelled,2024-06-27,"5459 Gibson Trail Suite 374, Port Kristopherberg, CA 69870",9
ORD001852,CUST6831,Nicholas Johnson,hardinrobert@yahoo.com,927.627.3361,Lewisville,North Dakota,Wallis and Futuna,PROD501,Away Watch,Home & Kitchen,2,17089.76,0.33,22900.28,Cash on Delivery,Processing,2025-04-02,"15681 Ortiz Mission Apt. 599, New Joel, ID 99858",1
ORD001853,CUST1929,Sarah Mcmahon,kbooker@hotmail.com,731.416.7559,North Larry,Pennsylvania,Greenland,PROD666,Special Phone,Electronics,2,48836.26,0.37,61533.69,Credit Card,Returned,2024-09-10,"80242 Antonio Flats, South William, MI 20568",2
ORD001854,CUST6793,Sarah Bailey,michael72@park.com,001-441-381-2167,West Mark,Mississippi,French Southern Territories,PROD506,Lot Laptop,Beauty,1,32045.4,0.26,23713.6,Net Banking,Cancelled,2025-02-24,"892 Ashley Inlet Suite 012, South Jeanne, MN 13200",1
ORD001855,CUST6738,Derek Jones,michael74@gmail.com,264.451.1335,East Susan,Florida,Norfolk Island,PROD316,With Bag,Electronics,1,4274.19,0.18,3504.84,UPI,Shipped,2025-02-17,"8879 Jones Village, Port Vincent, NJ 42478",6
ORD001856,CUST5556,Susan Chavez,karenromero@white-garcia.com,001-500-444-1383x2616,Lindaland,Vermont,Tunisia,PROD174,Key Phone,Grocery,5,6727.5,0.18,27582.75,UPI,Delivered,2024-01-07,"83914 Melendez Circle, West John, IN 31189",4
ORD001857,CUST3361,Brittany Stanton,matthewsanchez@gmail.com,(330)015-4750x0553,North Margaret,Mississippi,United Arab Emirates,PROD422,Rather Shoes,Fashion,3,48657.93,0.33,97802.44,Debit Card,Delivered,2024-12-23,"Unit 4123 Box 2495, DPO AP 72272",6
ORD001858,CUST8943,Tina Ibarra,schneidersandra@carter.com,001-551-719-1110x529,Richardchester,Ohio,Saudi Arabia,PROD943,Indicate Bag,Electronics,1,5587.4,0.1,5028.66,Cash on Delivery,Cancelled,2025-03-02,"88167 Teresa Landing, Powershaven, AK 80873",4
ORD001859,CUST7349,Allison Crosby,lorishaw@gmail.com,118-525-3806x48828,Lake Bryanfort,Hawaii,Uruguay,PROD513,Miss Watch,Toys,4,37099.95,0.08,136527.82,Cash on Delivery,Processing,2024-01-07,"0797 Emma Row Suite 735, Mirandaborough, NY 76352",7
ORD001860,CUST9663,Corey Mccann,kroberts@shelton.info,001-001-096-9548,Johnsonview,Hawaii,Congo,PROD975,On Table,Books,1,1992.86,0.02,1953.0,Debit Card,Shipped,2024-03-14,"10120 Dominic Harbor, New Jessicaberg, HI 67319",2
ORD001861,CUST3703,Chad Barrett,carolynevans@yahoo.com,+1-912-647-5703,New Noahshire,New Jersey,Comoros,PROD239,Agency Laptop,Electronics,3,30184.83,0.1,81499.04,Net Banking,Delivered,2024-01-08,"5738 Catherine Cliffs, Brownport, KY 93971",7
ORD001862,CUST4668,Laura Moore,garnerjoshua@andrews.net,(142)161-9093x64656,Port Michelebury,Tennessee,Palau,PROD124,Gun Shoes,Sports,5,11043.0,0.19,44724.15,Net Banking,Cancelled,2024-07-16,"Unit 4031 Box 9934, DPO AP 77776",8
ORD001863,CUST3524,Katie Wagner,darlenerowland@melendez-walls.com,001-631-818-9584x7065,Cynthiaview,Oregon,Antigua and Barbuda,PROD349,Miss Table,Books,4,46127.0,0.17,153141.64,Net Banking,Processing,2024-08-07,"0950 Ryan Village Apt. 036, Conniefort, KY 10634",8
ORD001864,CUST3817,Stacey West,roachdavid@bradshaw-boyd.com,(039)218-5278x363,Castilloton,Mississippi,Namibia,PROD677,Say Shoes,Grocery,5,24682.1,0.01,122176.4,UPI,Delivered,2024-02-04,"Unit 4429 Box 0407, DPO AA 16378",5
ORD001865,CUST3059,Jeffrey Christian,denise38@gmail.com,(516)529-6114x877,Matthewhaven,Virginia,Bulgaria,PROD283,Mean Table,Fashion,1,39310.99,0.05,37345.44,Cash on Delivery,Cancelled,2025-05-04,"PSC 9205, Box 3731, APO AA 42221",5
ORD001866,CUST4721,Laura Smith,carlos74@green-burns.com,001-185-457-5753x02823,North Cassidymouth,Maryland,Japan,PROD982,Ahead Laptop,Sports,2,29979.12,0.27,43769.52,Net Banking,Delivered,2024-09-30,"640 Guzman Island, Jadeborough, WV 13165",6
ORD001867,CUST4604,Laura Hess,shannonhiggins@gilbert-cole.com,+1-007-170-5628x66671,Youngfort,Virginia,Guam,PROD841,Positive Bag,Fashion,2,7101.0,0.14,12213.72,Net Banking,Processing,2024-08-20,"54577 Duran Expressway Apt. 411, New Laurenside, AR 77350",3
ORD001868,CUST6965,Alejandro Russell,fowlernorma@cordova.com,001-174-441-6456x71201,North Alexander,Nebraska,Benin,PROD339,Member Laptop,Home & Kitchen,2,46255.27,0.17,76783.75,Net Banking,Delivered,2025-03-15,"8497 Blankenship Estates Apt. 772, South Steven, FL 72659",6
ORD001869,CUST2352,Joel Ingram,rhondamunoz@hotmail.com,241.078.3935,Port Richard,West Virginia,Pakistan,PROD505,Next Bag,Home & Kitchen,5,22506.56,0.36,72020.99,Net Banking,Returned,2024-05-06,"4967 Santos Street Suite 113, Port Natalieburgh, NE 37464",8
ORD001870,CUST5695,Susan Ramsey,manuel34@gmail.com,575.433.0464x20534,Peterbury,Florida,Brunei Darussalam,PROD661,Democrat Shoes,Grocery,2,2001.78,0.32,2722.42,Cash on Delivery,Shipped,2025-05-14,"5513 Jeffrey Creek, West Josehaven, MD 73817",2
ORD001871,CUST6291,Sabrina Waters,jacquelinejohnson@gmail.com,5015575502,Mccallstad,California,Albania,PROD814,Sing Shoes,Beauty,3,2389.97,0.15,6094.42,Credit Card,Cancelled,2025-03-27,"81093 Cisneros Mountains Apt. 361, Allisonmouth, SC 68919",6
ORD001872,CUST1804,James Burton,andersonsusan@jones-salinas.biz,194-432-5513x8457,Robertoberg,Michigan,United States Virgin Islands,PROD633,Case Bag,Books,5,39185.67,0.29,139109.13,Credit Card,Delivered,2024-05-30,"0777 Jessica Route, North Gregory, ND 71586",4
ORD001873,CUST5482,Andrew Rivera,thorntonamanda@hotmail.com,818-502-9518,Stephanieton,Alabama,Finland,PROD897,Today Phone,Home & Kitchen,5,27658.03,0.26,102334.71,Debit Card,Cancelled,2024-03-09,"7087 Michelle Bridge, Port Chad, NE 48497",10
ORD001874,CUST8546,Heather Key,fcruz@gmail.com,(113)703-4115x2719,East Tina,Arizona,Israel,PROD275,Model Shoes,Beauty,2,36853.19,0.34,48646.21,UPI,Returned,2024-12-20,"45659 Reed Meadow Apt. 385, South Gary, CT 77864",10
ORD001875,CUST5229,Cheryl Romero,dgarcia@yahoo.com,438.705.2765x69817,New Kristin,Alabama,Liechtenstein,PROD457,Difficult Laptop,Electronics,2,20887.08,0.26,30912.88,Cash on Delivery,Processing,2024-06-10,"PSC 1425, Box 0553, APO AP 42201",5
ORD001876,CUST8432,Nicholas Woodward,vestrada@gmail.com,001-051-401-8846x778,East Cindy,Mississippi,Singapore,PROD738,Author Watch,Toys,3,36683.22,0.22,85838.73,Cash on Delivery,Cancelled,2025-04-18,"8343 Zachary Stravenue Apt. 362, Smithfort, NY 50979",8
ORD001877,CUST4190,Martha Boone,theodore59@yahoo.com,563-974-2065x54034,Meghanborough,Virginia,Cuba,PROD476,Run Phone,Home & Kitchen,3,12924.15,0.28,27916.16,Net Banking,Shipped,2024-12-20,"455 Hull Prairie, Campbellchester, FL 82922",8
ORD001878,CUST4974,Barbara Velazquez,meghanallen@mullins.com,+1-640-884-1631x081,Millertown,Michigan,Congo,PROD487,Public Bag,Fashion,4,42965.98,0.29,122023.38,Cash on Delivery,Shipped,2024-05-31,"08772 Gregory Manors Apt. 972, West Anneport, ME 02778",6
ORD001879,CUST4255,Melissa Hamilton,fbooth@gmail.com,613-872-0233x01465,Hollandstad,Kentucky,Jersey,PROD581,Base Shoes,Electronics,5,13378.29,0.33,44817.27,Net Banking,Delivered,2024-10-30,"274 Julie Place Suite 233, Mercadochester, VA 37212",2
ORD001880,CUST5616,David Brooks,ashley86@hotmail.com,686-526-9884x0221,Brandyside,Colorado,San Marino,PROD227,Third Shoes,Fashion,4,33253.4,0.17,110401.29,Cash on Delivery,Returned,2025-02-10,"93185 Myers Expressway, Port Lisa, MN 06788",10
ORD001881,CUST8014,David Kim,littletiffany@price-hensley.net,143.417.4245,New Rebeccaburgh,New Mexico,Burkina Faso,PROD581,Source Watch,Grocery,5,31703.2,0.1,142664.4,Debit Card,Cancelled,2024-08-22,"893 Watts Point Apt. 260, South Anthonyhaven, MI 61144",6
ORD001882,CUST2136,Scott Cordova,bentleystephanie@delgado.net,001-428-250-0486x77232,Aimeechester,West Virginia,New Caledonia,PROD183,Hot Phone,Fashion,2,49640.52,0.28,71482.35,Net Banking,Processing,2024-12-16,"283 Joseph Walk Suite 763, New Elizabeth, MT 01306",10
ORD001883,CUST6038,Timothy Norton,teresa61@hotmail.com,072.114.5845x06657,Kevinfurt,Maine,Saudi Arabia,PROD788,Arrive Shoes,Sports,1,7017.68,0.28,5052.73,Debit Card,Returned,2024-11-01,"7893 Jones Views, Ericfort, NJ 23439",5
ORD001884,CUST8705,Victor Robinson,aliciamarsh@cannon-george.com,690.013.1850,New Melissaborough,Connecticut,Morocco,PROD219,Special Watch,Grocery,4,35530.78,0.09,129332.04,UPI,Shipped,2024-06-21,"722 Alvarez Brook, Joshuaport, NY 47304",7
ORD001885,CUST8723,Jason Carter,erica01@black-holland.biz,+1-998-297-3257x019,North Cory,Colorado,Paraguay,PROD253,Education Bag,Toys,5,25614.56,0.17,106300.42,Debit Card,Delivered,2024-06-24,"191 Connor Shore Suite 737, Bowenville, CO 88948",2
ORD001886,CUST6704,Jeremy Walker,jreed@walker.info,872-688-8129x85277,Lake April,Nebraska,Latvia,PROD448,House Laptop,Sports,2,8079.78,0.32,10988.5,Net Banking,Returned,2025-02-16,"680 Jessica Loop Suite 638, Castroview, WY 84153",4
ORD001887,CUST1921,Brittany Mcbride,ricardo23@raymond-miller.com,835-929-4384,Carterchester,New Jersey,Bermuda,PROD902,World Watch,Beauty,2,25239.86,0.15,42907.76,UPI,Delivered,2025-03-21,"3783 Michael Lodge, Millermouth, MN 22737",3
ORD001888,CUST9299,Franklin Wells,benjamin53@yahoo.com,(228)695-6323x555,Joeltown,California,Andorra,PROD145,Student Shoes,Sports,3,770.41,0.09,2103.22,Net Banking,Cancelled,2024-03-27,"8587 Orr Plaza Suite 914, Lake Christinatown, OH 71982",4
ORD001889,CUST2812,Zoe Fleming,rodneywright@peters.com,930.687.5032x39952,Reidview,Oklahoma,Bangladesh,PROD714,Car Watch,Beauty,2,48643.97,0.12,85613.39,Net Banking,Shipped,2024-05-27,"00447 Guy Run Suite 460, Ronnieport, NV 77284",3
ORD001890,CUST9287,Lori Jarvis,davidanderson@valencia-smith.com,836.551.9614x18200,Juliemouth,Alabama,Japan,PROD742,Suggest Bag,Sports,3,16963.98,0.02,49874.1,UPI,Shipped,2025-04-06,"8333 Daniels Drive, West Lindseyville, MT 08081",4
